account_id,bio_length,has_profile_pic,is_private,username_digit_count,username_length
91,0,0,0,0,11
92,0,0,0,0,14
93,0,1,0,4,11
94,0,0,0,0,8
95,0,0,0,2,13
96,0,0,0,2,8
97,70,1,0,2,11
98,0,0,0,1,10
99,129,1,1,0,12
100,0,0,1,0,15
101,0,1,0,1,11
102,0,1,0,2,10
103,0,0,0,4,17
104,0,0,0,3,8
105,0,1,0,0,14
106,0,1,0,8,13
107,0,0,0,5,18
108,0,1,0,5,8
109,70,1,0,0,16
110,0,0,0,0,11
111,0,1,0,0,10
112,0,1,0,3,15
113,0,1,0,0,18
114,0,0,0,2,14
115,9,1,0,0,9
116,0,0,0,5,19
117,0,1,0,0,8
118,0,1,1,5,11
119,0,1,1,0,8
120,0,1,0,0,21
121,0,0,1,0,10
122,0,1,0,5,19
123,110,1,0,0,15
124,0,1,0,4,18
125,24,1,0,0,10
126,85,1,0,1,13
127,0,0,1,0,9
128,0,1,0,3,10
129,0,1,0,0,8
130,6,1,0,0,11
131,0,0,0,3,14
132,74,1,0,0,12
133,0,1,0,0,18
134,19,1,0,3,8
135,14,1,0,0,19
136,57,1,0,1,11
137,0,0,1,0,16
138,0,0,1,2,12
139,0,1,1,2,12
140,0,0,0,2,13
141,0,0,1,0,8
142,0,0,1,0,9
143,0,0,0,3,10
144,0,0,0,4,9
145,0,0,1,1,10
146,0,0,1,0,9
147,0,0,1,4,9
148,0,0,1,0,11
149,24,0,1,4,9
150,0,0,1,0,15
151,0,0,1,0,14
152,0,0,1,0,12
153,0,0,0,2,10
154,0,0,0,0,9
155,0,0,1,5,10
156,0,1,1,0,10
157,0,1,1,0,13
158,0,1,0,0,8
159,0,1,1,0,9
160,14,1,1,1,9
161,0,1,1,0,6
162,0,1,1,1,7
163,0,1,1,0,13
164,0,1,1,2,7
165,0,1,1,4,10
166,0,1,0,0,7
167,10,1,0,0,8
168,0,1,0,2,6
169,0,1,0,2,9
170,0,1,0,0,15
171,130,1,0,3,16
172,35,1,0,2,18
173,36,1,0,0,9
174,0,1,0,0,16
175,12,1,0,0,12
176,50,1,1,3,9
177,0,1,0,0,15
178,0,1,0,3,9
179,0,1,0,0,7
180,0,1,0,5,9
181,3,1,0,0,22
182,0,1,0,0,9
183,0,0,0,7,15
184,0,0,0,0,20
185,0,1,0,0,8
186,0,0,1,3,8
187,0,0,1,4,9
188,0,0,0,0,9
189,0,0,1,0,10
190,0,0,0,3,10
191,0,0,0,10,11
192,0,1,1,6,9
193,0,0,0,4,10
194,90,1,0,1,19
195,59,1,0,4,15
196,138,1,0,0,10
197,52,1,0,3,7
198,92,1,0,1,15
199,60,1,0,1,13
200,108,1,0,2,10
201,0,1,0,0,10
202,30,1,1,0,8
203,9,1,1,0,10
204,22,1,1,2,9
205,0,1,1,0,10
206,26,1,1,0,8
207,0,1,1,0,9
208,0,1,0,0,12
209,51,1,0,0,10
210,14,1,1,0,15
211,31,1,0,0,7
212,0,1,1,0,15
213,1,1,1,0,10
214,0,1,1,0,14
215,29,1,1,2,12
216,0,1,1,1,9
217,36,1,1,0,7
218,41,1,0,0,12
219,47,1,0,0,15
220,19,1,1,0,8
221,105,1,1,0,9
222,23,1,1,0,11
223,41,1,1,0,11
224,0,1,1,0,12
225,25,1,1,0,8
226,37,1,1,0,10
227,16,1,0,0,8
228,59,1,0,0,9
229,18,1,0,0,9
230,36,1,0,0,11
231,0,1,1,0,12
232,0,1,0,0,9
233,122,1,1,0,18
234,39,1,1,0,11
235,33,1,0,0,7
236,63,1,1,0,5
237,0,1,1,3,16
238,23,1,1,0,9
239,0,1,1,0,14
240,57,1,1,0,11
241,87,1,0,0,10
242,26,1,1,0,14
243,47,1,1,0,16
244,0,1,1,1,5
245,21,1,0,0,13
246,0,1,1,0,8
247,8,1,1,0,12
248,28,1,1,0,12
249,11,1,1,0,11
250,76,1,0,0,11
251,0,1,1,0,8
252,0,1,1,0,7
253,44,1,1,2,14
254,27,1,1,0,12
255,110,1,1,0,10
256,10,1,1,0,9
257,66,1,1,1,15
258,59,1,1,0,16
259,0,1,1,0,11
260,2,1,1,0,13
261,41,1,1,0,14
262,57,1,1,0,12
263,32,1,1,0,9
264,10,1,1,0,13
265,79,1,1,0,8
266,4,1,1,0,11
267,27,1,1,0,11
268,0,1,0,0,9
269,0,1,1,0,7
270,0,1,1,0,10
271,45,1,0,0,9
272,16,1,1,0,13
273,0,1,1,0,15
274,67,1,1,0,9
275,35,1,1,0,14
276,0,1,1,0,12
277,6,1,0,0,7
278,22,1,1,0,7
279,13,1,0,0,12
280,28,1,1,0,9
281,0,1,1,0,13
282,24,1,1,0,9
283,128,1,1,0,9
284,6,1,1,0,11
285,14,1,0,0,11
286,15,1,0,0,10
287,8,1,1,0,12
288,10,1,1,0,14
289,76,1,1,0,7
290,40,1,0,0,16
291,27,1,1,0,14
292,53,1,1,0,9
293,0,1,1,0,11
294,0,1,0,0,15
295,0,1,1,0,10
296,74,1,1,0,14
297,19,1,1,0,8
298,35,1,1,1,16
299,0,1,1,0,11
300,0,1,1,0,10
301,24,1,1,0,15
302,12,1,1,0,10
303,8,1,1,0,12
304,7,1,1,0,12
305,85,1,1,4,15
306,26,1,1,0,8
307,33,1,1,2,10
308,81,1,1,0,6
309,74,1,1,0,15
310,0,1,1,0,10
311,50,1,1,2,6
312,41,1,1,0,11
313,60,1,0,0,12
314,13,1,1,0,9
315,0,1,0,0,15
316,0,1,1,0,10
317,0,1,1,0,7
318,14,1,0,0,12
319,43,1,1,0,8
320,0,0,1,0,15
321,0,0,1,4,10
322,0,1,1,0,6
323,17,1,1,0,11
324,0,1,1,0,12
325,0,1,0,4,17
326,3,1,1,0,8
327,25,1,1,4,10
328,0,1,1,0,10
329,32,1,1,0,6
330,19,1,1,0,10
331,0,1,0,2,11
332,0,1,1,0,18
333,4,1,1,0,11
334,10,1,0,0,11
335,0,1,1,0,11
336,42,1,0,0,11
337,45,1,1,0,19
338,0,1,0,0,11
339,14,1,1,0,9
340,61,1,1,0,15
341,20,1,0,0,9
342,10,1,1,0,15
343,23,1,1,0,11
344,59,1,1,0,12
345,18,1,1,0,12
346,0,1,1,0,9
347,0,1,1,0,14
348,0,0,1,1,21
349,19,1,1,0,7
350,22,1,0,0,13
351,17,1,1,0,8
352,22,1,0,0,13
353,0,1,1,0,13
354,139,1,1,0,13
355,0,1,1,0,14
356,34,1,1,0,10
357,12,1,1,0,12
358,0,1,1,0,10
359,25,1,1,0,15
360,0,1,0,0,11
361,0,1,1,0,12
362,65,1,1,0,11
363,0,0,1,0,14
364,74,1,0,0,10
365,49,1,0,0,6
366,93,1,1,0,9
367,115,1,1,0,13
368,1,1,1,0,12
369,30,1,0,3,16
370,35,1,1,0,13
371,0,1,1,0,12
372,44,1,1,0,8
373,0,1,0,0,15
374,10,1,0,0,11
375,34,1,1,0,12
376,32,1,1,0,11
377,42,1,0,0,6
378,21,1,1,0,11
379,40,1,1,1,11
380,0,1,1,0,13
381,4,1,1,0,14
382,0,1,1,0,13
383,0,1,0,0,7
384,0,1,1,0,10
385,51,1,1,0,12
386,0,1,1,0,11
387,118,1,1,0,8
388,0,1,1,0,8
389,46,1,1,0,6
390,19,1,1,0,14
391,135,1,1,0,17
392,0,1,0,0,11
393,23,1,1,0,16
394,0,1,1,0,8
395,0,1,1,0,16
396,83,1,1,0,15
397,6,1,0,0,8
398,9,1,1,0,9
399,0,1,1,0,12
400,27,1,1,0,11
401,0,1,0,0,9
402,0,1,0,0,9
403,0,1,1,0,13
404,44,1,1,0,11
405,39,1,1,0,11
406,19,1,1,0,13
407,0,1,1,0,9
408,4,1,0,0,13
409,0,1,1,0,7
410,78,1,1,0,12
411,21,1,1,0,12
412,51,1,1,0,12
413,0,1,0,0,8
414,0,1,1,0,13
415,0,1,1,0,13
416,43,1,0,2,13
417,30,1,1,0,10
418,0,1,0,2,5
419,0,1,1,0,12
420,30,1,1,0,16
421,0,1,1,0,13
422,0,1,1,0,9
423,13,1,1,4,12
424,13,1,1,0,10
425,19,1,1,0,13
426,0,1,1,0,8
427,14,1,0,0,8
428,11,1,1,0,11
429,0,0,1,0,9
430,43,1,0,0,11
431,115,1,1,0,13
432,7,1,1,0,9
433,66,1,1,0,17
434,0,1,0,0,13
435,0,1,1,0,8
436,3,1,0,0,12
437,9,1,1,0,11
438,115,1,1,0,7
439,21,1,1,0,11
440,150,1,1,0,15
441,8,1,0,4,9
442,0,1,0,0,11
443,110,1,1,0,7
444,5,1,0,0,13
445,69,1,1,0,9
446,36,1,1,0,10
447,0,1,0,0,10
448,146,1,1,0,8
449,43,1,1,0,11
450,0,1,1,0,9
451,0,1,1,0,9
452,35,1,0,0,10
453,0,1,1,0,11
454,25,1,0,0,9
455,9,1,1,0,11
456,0,1,1,0,11
457,46,1,1,0,11
458,0,1,1,0,9
459,0,1,1,0,8
460,42,1,1,0,11
461,0,1,1,0,7
462,9,1,1,0,10
463,130,1,1,0,12
464,6,1,1,0,8
465,11,1,1,0,7
466,41,1,1,0,12
467,25,1,1,0,10
468,35,1,1,0,13
469,0,1,1,0,6
470,50,1,1,0,7
471,18,1,1,0,9
472,34,1,1,0,9
473,58,1,1,0,13
474,0,1,1,0,9
475,103,1,1,0,14
476,42,1,1,1,13
477,116,1,1,0,9
478,98,1,1,0,15
479,35,1,0,0,10
480,14,1,0,0,9
481,35,1,1,0,16
482,0,1,1,0,7
483,0,1,0,0,10
484,30,1,1,0,12
485,19,1,1,0,7
486,0,1,1,0,7
487,22,1,1,0,12
488,0,1,0,0,11
489,61,1,1,0,8
490,41,1,1,0,7
491,41,1,1,0,9
492,0,1,1,0,8
493,33,1,1,0,9
494,21,1,1,0,7
495,23,1,1,0,9
496,63,1,0,0,15
497,35,1,0,0,9
498,33,1,1,0,13
499,0,1,1,0,10
500,135,1,1,0,11
501,43,1,1,0,8
502,25,1,1,0,13
503,2,1,1,0,10
504,88,1,0,0,7
505,17,1,1,0,9
506,0,1,1,0,12
507,0,1,1,0,14
508,22,1,1,0,15
509,0,1,1,0,11
510,22,1,1,0,10
511,140,1,0,0,13
512,82,1,1,0,10
513,6,1,1,0,12
514,22,1,1,0,10
515,0,1,1,0,12
516,0,1,1,0,11
517,0,1,1,0,10
518,0,1,1,0,9
519,0,1,1,2,14
520,18,1,0,0,12
521,7,1,1,0,7
522,32,1,1,0,7
523,87,1,0,0,18
524,0,1,1,0,17
525,6,1,1,0,10
526,33,1,0,0,11
527,35,1,0,0,9
528,0,1,1,2,14
529,0,1,0,0,8
530,4,1,1,0,10
531,0,1,1,0,9
532,0,1,1,0,7
533,146,1,0,0,14
534,0,1,1,0,8
535,27,1,1,0,14
536,54,1,1,0,13
537,0,1,1,0,15
538,0,1,1,0,14
539,57,1,0,0,11
540,37,1,1,0,8
541,9,1,0,0,13
542,0,1,1,0,11
543,60,1,1,0,14
544,90,1,0,0,14
545,0,1,0,4,9
546,146,1,1,2,8
547,93,1,0,0,10
548,7,1,0,0,13
549,0,1,0,0,8
550,22,1,0,0,9
551,14,1,1,0,15
552,0,1,1,0,16
553,0,1,1,0,12
554,0,0,1,0,15
555,0,1,1,0,11
556,7,1,1,0,11
557,15,1,1,4,21
558,26,1,1,0,12
559,0,1,1,1,14
560,0,1,1,0,8
561,9,1,1,0,7
562,3,1,1,0,12
563,0,1,0,0,14
564,20,1,0,0,12
565,32,1,1,0,12
566,0,1,1,0,10
567,0,1,0,0,9
568,20,1,1,0,15
569,0,1,1,0,8
570,48,1,1,0,12
571,11,1,1,0,13
572,23,1,0,0,12
573,19,1,1,0,10
574,131,1,1,2,12
575,20,1,1,0,11
576,40,1,1,1,10
577,76,1,0,0,7
578,107,1,1,0,10
579,8,1,1,0,7
580,32,1,1,0,20
581,0,1,1,0,7
582,0,1,0,0,11
583,53,1,1,0,8
584,0,1,1,0,10
585,0,1,1,0,10
586,18,1,0,0,13
587,0,1,1,0,8
588,10,1,1,0,11
589,0,1,1,0,17
590,42,1,1,0,14
591,2,1,1,0,14
592,0,1,0,0,20
593,24,1,0,0,11
594,139,1,0,0,11
595,34,1,0,0,8
596,45,1,1,0,8
597,77,1,0,0,13
598,0,1,1,0,11
599,0,1,1,2,11
600,39,1,1,0,12
601,66,1,0,0,7
602,0,1,1,0,13
603,0,1,1,0,8
604,119,1,0,0,10
605,15,1,1,0,6
606,24,1,1,0,6
607,71,1,1,0,12
608,0,1,0,0,12
609,49,1,1,0,9
610,16,1,1,0,12
611,0,1,0,0,7
612,32,1,1,0,13
613,22,1,0,0,8
614,3,1,1,0,17
615,33,1,0,0,8
616,0,1,1,0,8
617,0,1,1,0,8
618,148,1,1,0,13
619,106,1,1,0,10
620,12,1,0,0,7
621,16,1,1,0,10
622,40,1,1,0,14
623,19,1,1,0,9
624,0,1,1,0,10
625,33,1,1,0,11
626,32,1,1,4,17
627,136,1,0,0,8
628,43,1,1,0,11
629,10,1,1,0,12
630,127,1,1,2,13
631,0,1,1,0,15
632,0,1,1,0,11
633,0,1,1,0,14
634,0,1,1,0,13
635,19,1,1,0,15
636,41,1,0,0,12
637,0,1,0,0,11
638,19,1,1,0,8
639,105,1,1,0,9
640,23,1,1,0,11
641,41,1,1,0,11
642,0,1,1,0,12
643,25,1,1,0,8
644,37,1,1,0,10
645,16,1,0,0,8
646,59,1,0,0,9
647,18,1,0,0,9
648,9,1,1,0,10
649,32,1,1,0,9
650,0,1,1,0,10
651,52,1,1,0,12
652,18,1,1,0,10
653,0,1,1,0,12
654,41,1,1,0,11
655,0,1,1,0,9
656,29,1,1,0,10
657,25,1,1,0,14
658,60,1,0,0,12
659,131,1,1,2,12
660,17,1,1,2,10
661,44,1,1,0,9
662,9,1,1,0,15
663,14,1,0,0,9
664,0,1,1,0,7
665,33,1,1,0,11
666,43,1,1,0,14
667,18,1,0,0,9
668,0,1,1,2,16
669,0,1,1,0,6
670,0,1,1,0,12
671,0,1,1,0,12
672,0,1,0,0,6
673,20,1,1,0,12
674,39,1,1,0,11
675,0,1,1,0,11
676,18,1,1,0,8
677,0,1,1,0,13
678,49,1,0,0,10
679,0,1,1,0,11
680,25,1,0,0,9
681,0,1,1,0,16
682,0,1,1,0,14
683,48,1,1,0,8
684,11,1,0,0,7
685,26,1,1,0,6
686,37,1,0,0,10
687,50,1,1,0,12
688,12,1,1,0,7
689,0,1,1,0,14
690,0,1,1,1,13
691,8,1,1,0,17
692,0,1,1,0,10
693,0,1,1,2,7
694,38,1,1,0,9
695,0,1,0,0,13
696,20,1,1,2,13
697,32,1,1,0,7
698,79,1,0,0,8
699,26,1,0,0,8
700,0,1,1,0,9
701,56,1,1,0,8
702,42,1,0,0,11
703,45,1,1,0,11
704,0,1,1,3,17
705,0,1,0,0,13
706,13,1,1,0,17
707,51,1,0,0,11
708,6,1,1,0,13
709,34,1,1,0,12
710,17,1,1,0,11
711,0,1,0,0,12
712,78,1,1,0,13
713,0,1,1,0,7
714,7,1,1,0,11
715,21,1,1,0,10
716,11,1,1,0,13
717,0,1,1,0,11
718,0,1,0,0,7
719,25,1,1,0,10
720,23,1,1,0,10
721,35,1,1,0,18
722,0,1,1,0,9
723,30,1,1,0,6
724,34,1,1,2,10
725,8,1,1,0,10
726,29,1,1,0,14
727,19,1,1,0,11
728,0,1,1,0,12
729,16,1,0,0,5
730,44,1,1,0,11
731,0,1,0,0,14
732,19,1,0,2,15
733,52,1,1,0,10
734,0,1,1,0,12
735,0,1,1,0,6
736,0,1,0,2,15
737,30,1,1,0,11
738,0,1,1,0,12
739,24,1,1,0,17
740,20,1,1,0,10
741,13,1,1,0,12
742,0,1,1,0,17
743,0,1,1,0,14
744,17,1,0,0,12
745,98,1,1,0,7
746,0,1,1,0,10
747,0,1,1,0,11
748,0,1,1,0,15
749,0,1,1,0,10
750,0,1,1,0,15
751,0,1,1,0,9
752,0,1,1,0,13
753,0,1,1,0,13
754,73,1,1,0,8
755,49,1,0,0,9
756,67,1,1,2,12
757,139,1,1,2,10
758,0,1,1,0,12
759,0,1,1,0,12
760,0,1,1,0,11
761,0,1,1,0,7
762,0,1,1,0,11
763,0,1,0,0,13
764,20,1,1,0,13
765,0,1,1,0,6
766,18,1,1,0,12
767,17,1,1,0,7
768,134,1,0,0,8
769,64,1,1,0,15
770,0,1,0,0,12
771,1,1,1,0,10
772,43,1,0,0,10
773,0,1,1,1,11
774,0,1,0,0,8
775,0,1,1,0,10
776,0,1,1,0,11
777,0,1,1,0,15
778,0,1,1,0,11
779,0,1,1,0,9
780,35,1,1,0,13
781,0,1,0,0,15
782,0,1,1,0,8
783,14,1,1,0,9
784,39,1,1,0,10
785,1,1,1,2,11
786,78,1,0,0,12
787,32,1,1,0,10
788,0,1,1,0,14
789,72,1,1,0,8
790,40,1,1,0,11
791,0,1,1,0,11
792,29,1,1,0,8
793,0,1,1,0,15
794,9,1,1,0,5
795,1,1,1,0,13
796,41,1,0,0,11
797,21,1,0,0,10
798,40,1,1,2,11
799,0,1,0,0,11
800,8,1,1,0,12
801,103,1,1,0,9
802,0,1,1,0,13
803,144,1,1,0,11
804,0,1,0,0,7
805,13,1,1,0,11
806,36,1,1,0,7
807,133,1,1,0,16
808,0,1,0,0,6
809,70,1,1,0,7
810,0,1,0,0,14
811,0,1,1,0,8
812,38,1,0,0,8
813,0,1,1,0,6
814,15,1,0,0,9
815,0,1,1,0,10
816,24,1,1,0,9
817,0,1,1,0,10
818,24,1,1,0,9
819,45,1,1,0,11
820,1,1,1,0,13
821,0,1,1,0,5
822,0,1,1,0,10
823,101,1,0,0,8
824,0,1,0,0,13
825,0,1,1,0,10
826,0,1,1,0,12
827,32,1,0,0,15
828,0,1,1,0,12
829,0,1,1,0,7
830,0,1,1,0,6
831,0,1,1,0,8
832,23,1,1,4,10
833,0,1,1,0,12
834,4,1,1,0,13
835,64,1,1,0,14
836,0,1,1,0,12
837,0,1,1,0,7
838,11,1,1,0,10
839,0,1,1,0,14
840,0,1,1,0,10
841,0,1,0,0,10
842,8,1,1,0,9
843,0,1,1,0,11
844,14,1,1,0,10
845,0,1,0,0,10
846,22,1,1,0,10
847,27,1,1,0,11
848,0,1,1,0,9
849,89,1,0,0,11
850,0,1,1,0,7
851,16,1,1,0,12
852,0,1,1,0,12
853,25,1,1,0,6
854,41,1,1,0,14
855,4,1,1,0,11
856,0,1,1,1,11
857,0,1,1,0,9
858,18,1,1,0,11
859,31,1,1,0,10
860,0,1,1,1,7
861,1,1,1,0,13
862,0,1,1,0,10
863,0,1,1,0,9
864,0,1,1,0,12
865,48,1,1,0,12
866,0,1,1,0,8
867,7,1,1,0,15
868,0,1,1,0,9
869,0,1,1,0,9
870,23,1,0,0,14
871,0,1,1,0,11
872,1,1,1,0,10
873,25,1,1,0,12
874,0,1,0,0,14
875,0,1,1,0,12
876,33,1,1,0,10
877,18,1,0,0,8
878,24,1,1,0,10
879,21,1,1,2,8
880,0,1,1,0,10
881,0,1,1,0,10
882,0,1,0,0,6
883,0,1,1,0,9
884,0,1,1,0,11
885,0,1,1,0,11
886,0,1,1,0,14
887,1,1,1,0,10
888,25,1,0,0,6
889,0,1,0,0,8
890,125,1,1,0,10
891,7,1,1,0,9
892,0,1,1,1,13
893,51,1,1,0,14
894,0,1,1,0,9
895,31,1,1,0,7
896,18,1,1,0,14
897,43,1,1,0,12
898,0,1,0,0,10
899,91,1,0,0,9
900,0,1,1,0,11
901,0,1,1,0,13
902,56,1,1,0,14
903,0,1,1,0,11
904,0,1,1,2,8
905,0,1,0,0,12
906,0,1,1,4,10
907,27,1,1,0,7
908,0,1,1,0,13
909,96,1,1,0,15
910,30,1,1,0,9
911,0,1,0,0,6
912,0,1,1,0,12
913,0,1,1,0,14
914,25,1,1,0,12
915,24,1,1,2,9
916,0,1,1,0,7
917,46,1,0,0,9
918,0,1,1,0,6
919,0,1,0,0,9
920,0,1,1,0,11
921,84,1,1,2,12
922,14,1,0,0,13
923,0,1,0,0,12
924,103,1,1,2,8
925,63,1,1,0,8
926,0,1,1,4,9
927,0,1,1,0,14
928,28,1,1,0,11
929,133,1,0,0,10
930,29,1,0,0,13
931,14,1,0,0,11
932,0,1,1,0,11
933,19,1,1,0,16
934,0,1,1,2,12
935,0,1,1,0,7
936,10,1,0,0,7
937,0,1,1,0,10
938,24,1,0,0,15
939,27,1,1,0,11
940,0,1,0,2,7
941,0,1,0,2,13
942,0,1,1,0,9
943,0,1,1,0,16
944,0,1,1,0,11
945,0,1,1,2,6
946,0,1,0,2,12
947,0,1,0,0,5
948,0,1,1,0,13
949,28,1,1,3,13
950,0,1,1,2,11
951,0,1,1,0,11
952,0,1,1,0,7
953,0,1,0,2,6
954,38,1,1,0,10
955,24,1,0,0,12
956,18,1,1,0,7
957,0,0,1,0,12
958,57,1,1,0,13
959,0,1,0,0,16
960,0,1,1,0,10
961,13,1,1,0,8
962,0,1,1,0,7
963,71,1,1,0,11
964,0,1,1,0,12
965,0,1,1,0,8
966,1,1,1,0,11
967,0,1,0,0,5
968,124,1,0,0,12
969,0,1,1,0,8
970,0,1,1,4,10
971,54,1,1,0,9
972,0,1,1,4,16
973,8,1,1,0,10
974,24,1,1,0,10
975,0,1,1,0,11
976,0,1,1,0,12
977,11,1,1,4,10
978,0,0,1,0,13
979,0,1,1,0,14
980,0,1,0,0,15
981,30,1,1,0,7
982,0,1,1,0,7
983,42,1,1,0,15
984,52,1,1,0,11
985,0,1,1,0,14
986,150,1,1,0,10
987,4,1,1,2,12
988,0,1,1,0,7
989,0,1,0,0,9
990,33,1,1,0,8
991,1,1,1,0,12
992,0,1,1,2,13
993,0,1,1,0,14
994,40,1,1,0,11
995,24,1,0,0,10
996,0,1,1,0,7
997,1,1,1,0,9
998,48,1,1,0,13
999,0,1,0,0,11
1000,23,1,1,0,10
1001,31,1,1,0,11
1002,5,1,1,0,13
1003,0,1,1,0,8
1004,42,1,0,0,10
1005,0,1,1,0,10
1006,56,1,1,0,10
1007,0,1,0,0,8
1008,98,1,1,0,10
1009,0,1,0,0,8
1010,50,1,1,0,6
1011,12,1,0,0,13
1012,22,1,0,0,12
1013,5,1,1,0,12
1014,12,1,1,1,12
1015,0,1,1,0,12
1016,9,1,1,0,5
1017,6,1,1,0,7
1018,13,1,1,0,13
1019,0,1,1,0,10
1020,25,1,0,0,10
1021,0,1,1,0,14
1022,23,1,1,0,7
1023,19,1,1,0,13
1024,0,1,1,0,11
1025,33,1,1,0,13
1026,9,1,1,0,13
1027,15,1,1,0,6
1028,0,1,1,0,14
1029,59,1,1,0,10
1030,14,1,1,0,11
1031,6,1,1,0,11
1032,39,1,1,0,9
1033,10,1,1,0,13
1034,0,1,1,0,6
1035,3,1,1,0,13
1036,34,1,1,0,11
1037,40,1,1,0,12
1038,1,1,1,0,17
1039,30,1,1,0,14
1040,14,1,1,0,12
1041,16,1,1,0,6
1042,0,1,1,0,12
1043,8,1,1,2,14
1044,50,1,1,0,14
1045,0,1,1,0,11
1046,0,1,0,0,16
1047,26,1,1,0,9
1048,22,1,1,0,8
1049,22,1,1,0,15
1050,0,1,1,0,12
1051,0,1,1,0,13
1052,21,1,1,0,14
1053,0,1,1,0,14
1054,2,1,1,0,13
1055,98,1,1,0,7
1056,66,1,1,0,14
1057,0,1,1,0,12
1058,0,1,1,0,13
1059,0,1,1,0,11
1060,102,1,0,0,11
1061,39,1,1,0,15
1062,34,1,1,0,11
1063,14,1,1,0,10
1064,10,1,1,0,14
1065,41,1,1,0,6
1066,53,1,1,0,8
1067,48,1,1,0,12
1068,0,1,1,0,13
1069,0,1,1,0,10
1070,72,1,1,0,11
1071,33,1,1,0,9
1072,8,1,1,0,11
1073,0,1,1,0,14
1074,139,1,1,2,10
1075,0,1,1,0,11
1076,6,1,1,0,9
1077,22,1,1,0,12
1078,23,1,1,0,11
1079,6,1,1,0,5
1080,0,1,1,0,10
1081,0,1,1,0,12
1082,3,1,0,0,11
1083,132,1,0,0,22
1084,130,1,0,0,15
1085,94,1,0,0,7
1086,100,1,0,0,17
1087,49,1,0,0,9
1088,118,1,0,2,17
1089,26,1,1,2,14
1090,105,1,0,3,14
1091,0,0,0,0,13
1092,0,1,0,7,15
1093,111,1,0,4,16
1094,0,1,0,0,12
1095,0,1,0,0,12
1096,0,1,0,0,14
1097,0,1,0,4,15
1098,7,1,0,0,16
1099,0,1,0,0,12
1100,12,1,0,0,9
1101,78,1,0,0,10
1102,60,1,0,5,9
1103,15,1,0,0,10
1104,51,1,0,2,11
1105,0,1,0,1,9
1106,50,1,0,0,13
1107,3,0,0,0,12
1108,12,1,0,4,12
1109,25,1,0,2,14
1110,0,0,1,0,9
1111,140,1,0,3,10
1112,0,1,1,0,10
1113,94,1,0,0,12
1114,57,1,0,0,10
1115,0,1,0,5,18
1116,68,1,0,1,11
1117,16,1,0,0,16
1118,31,1,0,0,12
1119,73,1,0,0,12
1120,0,1,0,0,12
1121,0,1,0,0,10
1122,0,1,0,0,9
1123,83,1,0,0,13
1124,108,1,0,0,9
1125,84,1,0,2,15
1126,10,1,0,4,13
1127,82,1,0,3,15
1128,54,1,0,0,12
1129,135,1,0,0,12
1130,15,1,0,3,14
1131,70,1,0,0,16
1132,75,1,0,0,18
1133,0,1,0,0,13
1134,57,1,0,0,15
1135,0,1,1,2,12
1136,0,1,1,4,14
1137,0,1,1,0,10
1138,24,1,0,0,17
1139,48,1,1,0,12
1140,32,1,1,0,7
1141,0,1,0,0,14
1142,0,1,1,0,13
1143,3,0,0,0,13
1144,37,1,1,0,12
1145,0,1,1,0,10
1146,54,1,0,0,9
1147,130,1,0,1,15
1148,8,1,1,0,14
