account_id,follower_count,following_count,media_count
318,186,217,5
319,275,602,25
320,96,174,1
321,322,1496,53
322,371,376,3
323,153,180,6
324,585,576,43
325,486,578,3
326,402,524,79
327,527,527,10
328,237,283,0
329,321,330,8
330,274,267,3
331,262,522,11
332,109,115,0
333,425,477,137
334,36,315,0
335,1206,962,141
336,156,199,2
337,284,361,41
338,225,446,53
339,346,390,8
340,339,378,1
341,760,577,15
342,218,221,8
343,319,328,6
344,507,493,25
345,562,691,21
346,524,510,18
347,252,579,0
348,181,199,3
349,182,188,24
350,777,582,29
351,257,281,11
352,109,104,20
353,127,142,6
354,611,412,12
355,136,365,19
356,264,265,4
357,447,387,31
358,225,256,1
359,278,672,21
360,152,221,117
361,616,718,35
362,357,369,6
363,38,158,1
364,199,197,6
365,452,385,172
366,265,312,53
367,485,510,24
368,247,236,12
369,696,769,11
370,342,286,18
371,189,272,8
372,487,788,43
373,68,75,17
374,354,363,40
375,334,499,30
376,304,321,23
377,226,248,19
378,265,319,58
379,527,498,42
380,327,524,24
381,173,195,0
382,254,907,34
383,233,280,23
384,210,220,1
385,651,722,136
386,237,249,36
387,204,445,92
388,268,388,3
389,293,438,45
390,345,332,167
391,1725,1466,245
392,311,351,63
393,224,308,59
394,245,395,10
395,582,828,43
396,447,572,120
397,165,205,0
398,187,207,16
399,334,234,16
400,613,555,121
401,278,265,155
402,277,175,65
403,107,260,0
404,735,665,19
405,242,299,23
406,209,216,14
407,253,303,7
408,305,322,49
409,105,167,0
410,371,357,19
411,378,422,31
412,384,219,11
413,848,959,225
414,143,233,1
415,334,870,28
416,590,801,76
417,274,403,122
418,179,347,25
419,116,187,0
420,235,186,9
421,222,248,40
422,290,289,76
423,349,427,14
424,224,234,7
425,550,502,108
426,118,92,3
427,320,457,1
428,684,592,49
429,477,474,0
430,268,348,21
431,303,418,92
432,185,486,0
433,347,407,11
434,340,806,18
435,350,385,63
436,391,314,17
437,404,454,26
438,679,666,54
439,236,338,23
440,898,624,141
441,489,473,86
442,379,386,31
443,316,317,101
444,473,614,99
445,146,163,63
446,256,338,39
447,1035,828,24
448,326,654,155
449,342,371,15
450,531,686,41
451,488,569,34
452,1218,351,15
453,403,388,23
454,393,372,7
455,505,382,4
456,181,186,8
457,319,319,138
458,561,737,66
459,283,355,140
460,384,469,71
461,446,496,62
462,208,310,440
463,1123,1162,428
464,283,442,36
465,682,762,114
466,460,459,23
467,461,440,115
468,725,733,91
469,132,345,33
470,424,499,38
471,321,306,102
472,584,653,88
473,589,601,58
474,620,623,161
475,1500,1446,132
476,213,235,32
477,376,437,33
478,150,256,28
479,351,381,25
480,414,440,71
481,473,397,28
482,521,860,262
483,230,358,26
484,350,426,24
485,376,636,60
486,475,528,29
487,288,276,13
488,515,571,4
489,470,627,7
490,367,416,111
491,252,265,4
492,269,268,23
493,312,453,47
494,370,387,22
495,609,543,58
496,330,433,35
497,649,630,67
498,529,589,67
499,348,359,21
500,576,680,187
501,387,382,69
502,120,84,48
503,290,517,16
504,522,641,171
505,639,677,125
506,554,561,325
507,230,436,36
508,545,494,22
509,252,509,28
510,420,1097,29
511,2939,595,43
512,456,545,48
513,326,784,27
514,241,293,16
515,349,420,61
516,367,524,47
517,462,682,94
518,202,201,21
519,95,90,4
520,346,318,0
521,603,1233,588
522,386,482,48
523,219,99,79
524,99,227,117
525,417,375,25
526,266,248,12
527,592,108,117
528,308,423,101
529,261,102,142
530,571,755,16
531,311,406,11
532,115,143,15
533,623,579,83
534,473,794,4
535,575,537,44
536,399,826,70
537,119,116,2
538,260,344,99
539,436,348,33
540,917,591,48
541,153,367,72
542,676,701,249
543,369,430,14
544,373,1477,25
545,429,449,1
546,234,196,66
547,481,452,163
548,337,296,65
549,208,571,11
550,873,4935,30
551,194,219,33
552,371,442,9
553,83,252,40
554,22,28,0
555,244,263,82
556,134,365,59
557,349,352,44
558,427,509,0
559,60,108,49
560,249,171,56
561,378,578,61
562,92,196,5
563,221,224,39
564,66,61,0
565,462,483,31
566,630,755,125
567,126,88,2
568,486,479,38
569,51,48,43
570,626,679,58
571,748,996,44
572,1058,614,52
573,633,661,31
574,207,201,75
575,200,257,3
576,216,268,10
577,911,343,411
578,199,209,49
579,658,604,27
580,409,504,3
581,158,209,5
582,872,772,174
583,203,250,131
584,93,51,1
585,66,84,1
586,422,377,17
587,106,115,8
588,238,100,100
589,325,523,84
590,278,458,85
591,1817,758,115
592,70,78,9
593,788,664,383
594,522,856,216
595,88,146,6
596,427,407,124
597,150,149,22
598,1099,584,124
599,504,465,74
600,83,119,5
601,715,598,210
602,226,261,20
603,393,463,165
604,261,299,8
605,421,424,124
606,114,115,21
607,200,224,17
608,260,349,26
609,227,342,128
610,481,531,9
611,272,918,1
612,438,339,12
613,772,669,79
614,217,198,0
615,654,679,24
616,336,598,223
617,210,367,114
618,269,127,146
619,239,324,29
620,365,627,107
621,218,316,438
622,323,373,10
623,249,234,17
624,245,423,74
625,508,723,154
626,304,298,1
627,3257,3511,113
628,420,417,6
629,209,257,52
630,1669,996,107
631,81,52,4
632,415,439,13
633,129,152,0
634,165,181,85
635,273,297,0
636,338,330,17
637,225,446,53
638,449,410,19
639,594,863,276
640,679,764,39
641,569,539,95
642,540,543,73
643,441,368,30
644,570,455,120
645,367,1114,69
646,634,648,21
647,687,539,78
648,160,169,8
649,566,464,65
650,113,148,9
651,670,547,68
652,501,465,4
653,369,396,5
654,363,355,17
655,218,255,2
656,446,489,46
657,404,392,23
658,426,486,110
659,207,201,75
660,200,229,4
661,606,722,56
662,191,280,4
663,414,440,71
664,698,705,32
665,510,669,31
666,233,242,9
667,361,358,75
668,200,204,60
669,222,185,22
670,148,196,7
671,274,309,2
672,209,240,0
673,301,477,6
674,116,162,11
675,207,196,7
676,199,272,36
677,289,451,76
678,513,520,37
679,105,174,0
680,695,635,21
681,540,604,16
682,337,482,7
683,625,703,34
684,175,313,4
685,358,315,33
686,616,564,26
687,600,719,181
688,236,226,12
689,325,335,50
690,384,410,48
691,256,308,6
692,113,112,14
693,81,142,8
694,380,500,19
695,270,493,0
696,427,981,95
697,386,482,48
698,65,67,116
699,315,363,0
700,69,100,5
701,339,476,33
702,156,199,2
703,288,304,5
704,101,109,2
705,358,336,9
706,467,519,16
707,318,306,13
708,352,575,88
709,256,344,53
710,228,320,20
711,257,252,25
712,240,492,12
713,203,256,1
714,79,80,2
715,431,463,42
716,217,266,13
717,423,523,114
718,142,224,8
719,432,410,26
720,310,357,44
721,333,358,23
722,202,201,21
723,421,565,44
724,449,481,45
725,318,318,9
726,371,370,10
727,262,265,22
728,588,497,13
729,636,632,111
730,266,257,105
731,204,126,393
732,514,573,216
733,450,708,58
734,406,478,76
735,397,371,298
736,1078,179,131
737,523,396,52
738,255,246,12
739,87,95,11
740,133,135,4
741,197,267,8
742,709,692,76
743,296,291,26
744,198,198,35
745,619,793,272
746,174,172,1
747,190,184,2
748,198,233,28
749,324,323,114
750,251,257,24
751,218,255,2
752,224,287,51
753,293,259,36
754,155,359,71
755,204,263,24
756,512,365,12
757,257,291,19
758,213,245,31
759,369,396,5
760,309,323,96
761,472,534,27
762,202,340,28
763,272,240,147
764,303,341,12
765,189,190,9
766,455,449,32
767,634,618,25
768,541,516,84
769,450,473,152
770,143,237,3
771,467,681,149
772,1050,820,332
773,194,278,3
774,55,31,1
775,462,682,94
776,455,603,79
777,246,267,55
778,116,214,5
779,97,156,24
780,1507,1198,175
781,196,270,199
782,304,450,271
783,488,546,25
784,464,684,102
785,894,874,414
786,871,841,161
787,281,560,396
788,1170,1355,491
789,474,935,273
790,489,570,367
791,604,674,65
792,964,861,9
793,359,386,397
794,523,782,471
795,615,1187,984
796,894,720,80
797,420,457,127
798,495,491,12
799,557,703,60
800,403,449,204
801,450,579,67
802,242,273,206
803,381,1319,102
804,736,662,312
805,625,977,7
806,372,362,13
807,550,555,234
808,150,184,79
809,407,464,579
810,1017,1201,263
811,148,426,22
812,1209,1093,289
813,382,691,300
814,520,604,732
815,1002,1089,582
816,305,386,166
817,619,937,16
818,619,750,38
819,719,607,69
820,108,125,16
821,343,388,67
822,323,405,69
823,1020,1048,126
824,982,979,266
825,416,460,104
826,511,916,134
827,511,563,16
828,403,490,38
829,319,429,68
830,213,406,169
831,199,228,12
832,211,255,27
833,214,208,9
834,875,878,15
835,907,927,36
836,299,540,112
837,625,921,91
838,238,410,44
839,167,294,37
840,509,690,15
841,210,238,1
842,366,377,373
843,475,551,93
844,330,272,103
845,362,373,19
846,248,289,21
847,379,531,52
848,431,688,15
849,609,719,37
850,548,480,98
851,428,413,314
852,361,1066,308
853,775,691,26
854,543,1020,179
855,383,419,5
856,103,143,20
857,367,361,98
858,321,295,99
859,146,134,36
860,219,337,0
861,302,362,54
862,379,484,130
863,468,504,26
864,645,694,69
865,251,321,42
866,276,352,69
867,302,307,80
868,357,593,20
869,251,292,3
870,824,962,5
871,549,545,100
872,552,639,184
873,409,407,164
874,362,332,38
875,374,449,26
876,601,509,223
877,723,649,62
878,473,531,19
879,536,669,30
880,404,458,240
881,516,764,217
882,406,392,142
883,400,835,44
884,1933,995,107
885,500,667,150
886,447,749,185
887,439,910,517
888,1054,1538,445
889,208,571,11
890,349,806,66
891,427,594,37
892,323,505,0
893,341,440,9
894,104,120,12
895,272,302,1
896,170,181,15
897,381,515,67
898,196,224,0
899,141,96,9
900,273,392,5
901,1221,999,30
902,402,478,22
903,260,390,37
904,180,224,3
905,137,1096,5
906,43,48,13
907,404,408,102
908,719,1107,227
909,771,1743,118
910,271,771,81
911,124,115,143
912,102,264,11
913,109,154,0
914,422,466,27
915,544,371,5
916,284,315,23
917,1083,1066,469
918,647,454,6
919,172,141,62
920,255,308,80
921,718,917,86
922,120,135,46
923,531,480,13
924,136,162,2
925,661,628,29
926,70,90,0
927,1562,1213,98
928,1483,1498,770
929,1087,922,284
930,911,561,211
931,1257,857,228
932,433,490,12
933,267,319,15
934,163,109,36
935,196,207,27
936,260,296,2
937,192,145,37
938,187,191,45
939,579,504,35
940,442,719,96
941,5,4,0
942,309,827,203
943,189,332,5
944,522,493,43
945,43,30,15
946,59,89,0
947,168,10,0
948,213,274,1
949,56,153,36
950,294,307,22
951,290,656,50
952,488,1071,53
953,384,455,31
954,390,520,78
955,1342,712,112
956,486,651,227
957,94,123,0
958,603,496,100
959,445,449,60
960,260,161,2
961,484,412,59
962,461,700,475
963,248,197,27
964,296,495,49
965,200,304,82
966,511,873,502
967,728,307,50
968,969,944,118
969,225,307,74
970,237,492,21
971,115,160,61
972,5,13,1
973,284,289,31
974,207,225,6
975,106,147,1
976,220,367,10
977,39,43,0
978,311,412,3
979,372,374,46
980,42,8,1
981,368,459,65
982,566,585,13
983,615,830,108
984,174,26,12
985,847,958,209
986,1121,1118,615
987,245,208,2
988,374,445,104
989,505,498,64
990,341,1049,176
991,433,543,288
992,499,758,23
993,310,349,25
994,330,422,799
995,527,659,109
996,79,90,0
997,456,653,170
998,319,378,41
999,169,39,4
1000,403,470,47
1001,550,485,84
1002,972,732,113
1003,161,168,59
1004,584,669,31
1005,433,453,52
1006,512,522,88
1007,547,790,17
1008,402,343,1058
1009,1801,1029,123
1010,322,365,122
1011,1031,719,99
1012,846,743,38
1013,460,380,67
1014,412,414,15
1015,354,455,19
1016,508,504,74
1017,409,927,32
1018,228,806,0
1019,174,172,1
1020,769,1115,92
1021,559,674,13
1022,382,346,38
1023,338,334,30
1024,345,362,56
1025,419,411,38
1026,476,462,75
1027,348,338,15
1028,582,623,36
1029,479,547,80
1030,352,333,38
1031,581,544,58
1032,560,500,49
1033,525,1017,41
1034,452,481,82
1035,713,636,118
1036,270,280,52
1037,423,424,169
1038,630,641,93
1039,893,902,87
1040,499,617,56
1041,440,540,48
1042,300,442,36
1043,294,386,15
1044,428,385,18
1045,480,481,72
1046,726,582,17
1047,924,832,596
1048,631,645,56
1049,254,352,94
1050,406,478,76
1051,842,797,99
1052,647,542,36
1053,513,442,50
1054,338,367,37
1055,619,793,272
1056,938,1194,27
1057,293,235,103
1058,564,538,71
1059,727,729,31
1060,314,187,200
1061,651,643,171
1062,507,582,99
1063,632,664,31
1064,521,491,69
1065,468,456,12
1066,530,597,71
1067,339,331,4
1068,377,387,33
1069,414,496,60
1070,427,548,54
1071,536,447,79
1072,481,555,29
1073,492,724,71
1074,257,291,19
1075,582,658,80
1076,347,381,66
1077,298,298,25
1078,322,411,12
1079,183,189,11
1080,324,323,114
1081,176,256,1
1082,2572,693,8
1083,3087,526,32
1084,4492,2210,184
1085,2082,2197,875
1086,1011,262,132
1087,37,413,5
1088,521,2397,9
1089,16,57,4
1090,222,440,5
1091,44,3787,1
1092,2253,5022,172
1093,444,604,3
1094,360,2288,228
1095,142,289,7
1096,114,248,49
1097,340,536,4
1098,280,691,8
1099,93,139,3
1100,58,170,20
1101,247,963,30
1102,281,1342,327
1103,1173,1431,3
1104,158,303,2
1105,70,808,6
1106,1266,678,1
1107,197,131,1
1108,498,148,2
1109,1705,578,6
1110,449,1151,84
1111,1022,5252,2
1112,1,15,0
1113,611,514,36
1114,23,140,0
1115,804,2553,25
1116,291,84,5
1117,77,42,5
1118,433,409,3
1119,199,61,1
1120,322,257,3
1121,183,155,1
1122,152,966,6
1123,149,822,6
1124,247,316,3
1125,694,3255,8
1126,287,1459,8
1127,801,4536,9
1128,21,586,3
1129,12,202,2
1130,125,691,3
1131,25,765,2
1132,116,1265,3
1133,140,288,5
1134,47,61,7
1135,89,112,3
1136,12,28,1
1137,338,435,7
1138,875,1027,2
1139,359,586,8
1140,353,733,5
1141,49,326,7
1142,47,124,3
1143,40,118,4
1144,282,377,9
1145,160,304,5
1146,605,525,6
1147,816,646,9
1148,288,365,4
1149,239,416,8
1150,153,253,8
1151,21,63,1
1152,41,93,1
1153,32,48,4
1154,13,73,8
1155,30,347,1
1156,443,1821,8
1157,517,1693,6
1158,144,651,8
1159,98,937,8
1160,177,237,9
1161,295,378,1
1162,156,165,8
1163,5,46,7
1164,207,258,4
1165,316,496,5
1166,22,46,1
1167,70,160,4
1168,146,203,4
1169,261,488,3
1170,342,465,3
1171,183,401,9
1172,250,796,9
1173,96,134,9
1174,145,327,6
1175,146,166,4
1176,44,361,2
1177,792,3126,6
1178,312,2275,5
1179,283,477,5
1180,1002,4209,9
1181,234,658,2
1182,160,177,2
1183,207,553,9
1184,46,22,4
1185,154,147,5
1186,60,58,6
1187,149,123,1
1188,188,504,3
1189,401,2117,3
1190,239,1134,9
1191,91,149,7
1192,78,783,1
1193,135,517,4
1194,203,823,4
1195,221,1059,40
1196,354,0,233
1197,0,0,67
1198,1039,1820,70
1199,51,0,43
1200,120,393,79
1201,4,513,186
1202,1040,673,148
1203,575,781,61
1204,20,887,240
1205,781,0,151
1206,444,759,11
1207,465,0,0
1208,241,1500,13
1209,90,171,102
1210,495,0,122
1211,166,0,204
1212,1046,156,0
1213,0,1974,10
1214,942,947,0
1215,328,1100,0
1216,481,1964,0
1217,680,645,97
1218,134,1523,140
1219,691,1450,0
1220,0,0,0
1221,101,2265,0
1222,25,0,81
1223,0,1691,0
1224,289,0,236
1225,513,1365,102
1226,631,2667,39
1227,459,524,0
1228,121,480,0
1229,507,1375,0
1230,415,404,0
1231,718,2622,0
1232,659,943,0
1233,380,414,98
1234,35,186,113
1235,126,0,8
1236,164,96,265
1237,252,382,0
1238,469,241,64
1239,636,65,34
1240,350,2911,0
1241,375,0,0
1242,423,896,57
1243,177,1356,33
1244,24,1395,16
1245,0,684,0
1246,110,496,0
1247,545,1210,27
1248,107,1019,14
1249,280,477,36
1250,543,0,46
1251,563,261,1
1252,0,0,35
1253,741,55,0
1254,789,779,221
1255,0,1115,0
1256,62,2583,18
1257,813,189,0
1258,314,1544,0
1259,0,1060,60
1260,0,2082,47
1261,276,1339,8
1262,0,0,27
1263,215,0,0
1264,381,1066,101
1265,914,199,278
1266,261,0,0
1267,769,0,100
1268,902,910,62
1269,904,2301,129
1270,475,322,132
1271,0,1354,80
1272,541,639,53
1273,760,0,11
1274,339,1503,0
1275,1019,0,47
1276,690,767,0
1277,581,392,0
1278,774,1666,176
1279,493,0,68
1280,0,1148,153
1281,183,0,215
1282,815,217,39
1283,68,0,80
1284,286,2904,25
1285,0,1313,0
1286,1034,0,0
1287,996,0,148
1288,40,232,80
1289,424,1484,256
1290,115,0,162
1291,598,598,0
1292,559,2572,148
1293,672,0,25
1294,493,827,188
1295,1463,3019,5
1296,0,1397,0
1297,0,874,0
1298,223,1267,0
1299,0,330,0
1300,0,2086,0
1301,0,332,150
1302,25,0,250
1303,13,340,0
1304,562,0,193
1305,180,454,6
1306,302,477,95
1307,702,1981,0
1308,83,1462,114
1309,270,1016,0
1310,505,741,91
1311,0,0,85
1312,0,0,78
1313,498,861,0
1314,553,1565,117
1315,1139,632,100
1316,428,192,35
1317,675,1224,130
1318,296,658,47
1319,480,2485,114
1320,991,2017,44
1321,0,1735,81
1322,523,1527,119
1323,1165,0,15
1324,474,1429,0
1325,984,1133,87
1326,135,1370,185
1327,357,1253,90
1328,382,1212,92
1329,0,3533,53
1330,0,666,137
1331,0,1711,38
1332,676,258,9
1333,694,1561,176
1334,490,1714,1
1335,676,1121,153
1336,308,2468,176
1337,817,0,118
1338,372,241,0
1339,391,964,61
1340,270,1654,36
1341,624,930,4
1342,212,2072,73
1343,733,61,140
1344,0,0,8
1345,0,1062,39
1346,625,665,32
1347,336,1305,183
1348,200,716,30
1349,701,393,0
1350,143,667,0
1351,294,774,97
1352,891,429,0
1353,943,535,129
1354,955,328,0
1355,264,1629,0
1356,828,945,0
1357,15,3074,104
1358,31,910,127
1359,0,175,94
1360,993,3502,0
1361,47,1171,0
1362,322,1767,83
1363,30,1356,0
1364,628,1388,32
1365,229,1297,221
1366,0,0,38
1367,534,1124,0
1368,0,0,0
1369,57,564,0
1370,0,0,287
1371,0,1113,236
1372,436,1089,136
1373,0,1241,21
1374,0,1041,187
1375,368,118,0
1376,166,475,173
1377,1112,1695,157
1378,1053,1847,41
1379,46,0,180
1380,577,0,10
1381,648,0,0
1382,146,1823,163
1383,0,1999,48
1384,365,0,122
1385,305,1062,253
1386,207,2638,0
1387,534,1173,42
1388,89,2212,226
1389,0,1775,129
1390,410,0,0
1391,513,548,0
1392,0,780,1
1393,715,852,0
1394,0,1690,83
1395,154,1166,66
1396,273,0,88
1397,132,0,0
1398,158,0,50
1399,1067,925,0
1400,52,993,73
1401,1279,1037,184
1402,532,0,0
1403,403,1440,110
1404,547,1484,0
1405,1312,0,144
1406,0,0,75
1407,0,744,101
1408,88,2594,65
1409,381,2499,200
1410,0,1326,95
1411,377,0,0
1412,1000,1660,68
1413,426,277,18
1414,260,0,75
1415,139,0,13
1416,704,850,0
1417,61,94,79
1418,1057,844,64
1419,1090,0,172
1420,465,920,13
1421,365,0,0
1422,753,1868,19
1423,777,1283,0
1424,69,457,102
1425,173,1325,0
1426,0,0,0
1427,522,819,19
1428,618,1565,223
1429,0,0,0
1430,199,282,59
1431,0,721,120
1432,34,542,217
1433,575,2249,141
1434,96,0,175
1435,257,103,150
1436,0,0,0
1437,439,2304,96
1438,353,490,149
1439,97,292,0
1440,299,690,0
1441,436,1401,0
1442,65,1103,141
1443,0,3478,50
1444,1042,1213,23
1445,133,264,0
1446,333,165,50
1447,746,339,0
1448,1685,0,84
1449,0,785,0
1450,537,1553,77
1451,105,111,10
1452,168,0,0
1453,101,2310,0
1454,0,0,0
1455,354,0,35
1456,0,0,71
1457,722,0,87
1458,390,1143,91
1459,527,372,0
1460,195,517,171
1461,232,1935,10
1462,476,30,106
1463,0,1545,40
1464,236,2305,98
1465,49,274,35
1466,37,1505,100
1467,0,495,57
1468,868,1698,145
1469,113,0,0
1470,803,0,0
1471,768,340,0
1472,0,0,172
1473,0,211,41
1474,1324,518,67
1475,1022,1488,0
1476,357,323,65
1477,465,0,0
1478,134,381,0
1479,530,0,14
1480,102,0,105
1481,0,0,117
1482,0,816,120
1483,377,157,0
1484,0,1742,57
1485,344,0,36
1486,0,185,0
1487,77,2616,59
1488,687,0,31
1489,461,500,113
1490,365,0,66
1491,697,0,0
1492,548,2342,157
1493,908,921,0
1494,198,882,51
1495,209,0,0
1496,0,1115,0
1497,209,1939,114
1498,729,1931,0
1499,854,1434,0
1500,727,0,313
1501,0,1068,0
1502,773,1434,235
1503,0,0,39
1504,704,0,1
1505,232,1661,118
1506,631,1649,201
1507,0,0,0
1508,806,1565,3
1509,0,843,149
1510,120,1551,89
1511,0,89,176
1512,0,1410,113
1513,404,1616,252
1514,1042,381,77
1515,1363,763,81
1516,405,75,92
1517,785,2450,42
1518,456,620,149
1519,555,0,83
1520,242,5,142
1521,442,875,159
1522,569,1522,104
1523,153,0,111
1524,340,2652,0
1525,347,1063,0
1526,677,1226,148
1527,0,644,210
1528,350,764,0
1529,1082,591,0
1530,803,1795,60
1531,872,736,0
1532,378,1536,0
1533,489,296,109
1534,743,946,227
1535,951,0,0
1536,0,2000,39
1537,0,0,107
1538,857,409,141
1539,266,419,92
1540,119,379,247
1541,0,1490,61
1542,162,417,199
1543,0,2184,0
1544,1149,0,64
1545,361,919,0
1546,347,0,154
1547,588,1179,45
1548,728,728,96
1549,722,584,24
1550,769,1971,121
1551,134,69,100
1552,258,1350,0
1553,656,0,0
1554,172,861,55
1555,367,0,128
1556,518,60,258
1557,662,659,90
1558,0,2618,166
1559,636,848,0
1560,282,2453,274
1561,633,972,123
1562,659,345,52
1563,968,2334,40
1564,874,1195,0
1565,871,81,0
1566,907,1230,263
1567,478,442,0
1568,381,0,0
1569,694,1711,0
1570,642,1875,0
1571,254,2642,59
1572,520,1180,175
1573,356,487,0
1574,51,1606,0
1575,850,1622,89
1576,390,2436,52
1577,1133,698,165
1578,0,573,9
1579,162,5,30
1580,381,1299,42
1581,793,0,67
1582,518,1546,15
1583,485,1351,0
1584,0,1348,0
1585,0,887,0
1586,489,2327,134
1587,0,1645,149
1588,171,117,7
1589,556,136,197
1590,3,0,55
1591,968,1313,0
1592,825,0,0
1593,0,1863,188
1594,22,2110,18
1595,0,0,0
1596,77,553,0
1597,655,761,15
1598,215,1657,101
1599,541,2406,0
1600,0,0,0
1601,667,416,0
1602,162,470,191
1603,374,0,0
1604,334,243,0
1605,0,1186,188
1606,0,457,111
1607,730,0,77
1608,518,3712,0
1609,761,1019,61
1610,490,860,0
1611,422,0,0
1612,0,1013,0
1613,268,575,142
1614,359,0,51
1615,1097,0,91
